movie_name,release_year,type,category,mood,ratings,poster_url
The Girl Who Leapt Through Time,2006,Movie,Japanese,Lonely,google_user:91% | imdb:7.6 | rt:87%,https://m.media-amazon.com/images/M/MV5BODE1YjEzYzYtNWVmZC00ZjU5LTgzNjgtZWRmNjhiMTVjNGU0XkEyXkFqcGc@._V1_.jpg
Your Lie in April,2025,Movie,Japanese,Lonely,google_user:85% | imdb:8.3 | rt:98%,https://upload.wikimedia.org/wikipedia/en/d/de/Your_Lie_in_April_Manga_cover.png
5 Centimeters per Second,2007,Movie,Japanese,Lonely,google_user:88% | imdb:7.4 | rt:87%,https://m.media-amazon.com/images/M/MV5BMTI4MDIyNzQyNl5BMl5BanBnXkFtZTcwNDcyNTk2MQ@@._V1_.jpg
Secret Sunshine,2007,Movie,Korean,Lonely,google_user:79% | imdb:7.5 | rt:94%,https://m.media-amazon.com/images/M/MV5BMjAzMDE5MDM5OV5BMl5BanBnXkFtZTgwMDE1NzE1MjE@._V1_.jpg
20th Century Girl,2022,Movie,Korean,Lonely,google_user:88% | imdb:7.4 | rt:86%,https://m.media-amazon.com/images/M/MV5BMWY5OTA2NWQtMDE0NS00MWM3LWE1OTctNzcwNTRmY2Q2MTA2XkEyXkFqcGc@._V1_.jpg
Architecture 101,2012,Movie,Korean,Lonely,google_user:82% | imdb:7.2 | rt:79%,https://m.media-amazon.com/images/M/MV5BMDk1MmMzMTgtOTQzNS00ZWJlLTkyMGItMGQzN2ZkNDVhMGNkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Always,2011,Movie,Korean,Lonely,google_user:75% | imdb:6.4 | rt:70%,https://m.media-amazon.com/images/M/MV5BNWFjZWFjNWYtMjY1ZC00YjViLWJlNGUtMTZhMGUyOTQ0YzVkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Way Home,2002,Movie,Korean,Lonely,google_user:84% | imdb:6.1 | rt:65%,https://m.media-amazon.com/images/M/MV5BOTQyOTI2NDkzM15BMl5BanBnXkFtZTYwOTI0MTA3._V1_.jpg
The End of Evangelion,1997,Movie,Anime,Lonely,google_user:93% | imdb:8.3 | rt:100%,https://m.media-amazon.com/images/M/MV5BMjZlNDQyNzctOGVjMy00ZDFiLWE0ZTQtNzkwZWNhYmQ3MzJlXkEyXkFqcGc@._V1_.jpg
A Silent Voice,2016,Movie,Anime,Lonely,google_user:96% | imdb:8.2 | rt:95%,https://m.media-amazon.com/images/M/MV5BOTFiNzRiOWEtYTQwNy00NmRiLWE0ZWYtNTE0YjExZjFmZjkwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Wolf Children,2012,Movie,Anime,Lonely,google_user:94% | imdb:8.1 | rt:95%,https://m.media-amazon.com/images/M/MV5BMTRjN2UzZWEtNDQxOS00NmM1LWI2NDctYjQyMDYyZDc0MjkzXkEyXkFqcGc@._V1_.jpg
The Garden of Words,2013,Movie,Anime,Lonely,google_user:89% | imdb:7.4 | rt:84%,https://m.media-amazon.com/images/M/MV5BYjdiMDdlMDItOGM4Ny00YmE4LTk0MTEtMGRhM2Y4OWZkZDZkXkEyXkFqcGc@._V1_.jpg
Colorful,2010,Movie,Anime,Lonely,google_user:80% | imdb:7.3 | rt:79%,https://upload.wikimedia.org/wikipedia/en/5/51/Colorful_%282010_poster%29.jpg
আগুনের পরশমণি,1994,Movie,Bangladeshi,Sad,google_user:95% | imdb:9.1 | rt:96%,https://m.media-amazon.com/images/M/MV5BNGZlYTBjYTktNWQyOS00MDNmLTgxODAtMDUzMGI0NDM3N2JlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
ছুটির ঘণ্টা,1980,Movie,Bangladeshi,Sad,google_user:95% | imdb:8.9,https://m.media-amazon.com/images/M/MV5BZTI5OTA4OWQtZmUwYS00MmRiLTlmOWYtMmUwOWE4NmVkOWRlXkEyXkFqcGc@._V1_.jpg
হাঙর নদী গ্রেনেড,1997,Movie,Bangladeshi,Sad,google_user:97% | imdb:8.6,https://m.media-amazon.com/images/M/MV5BNTQ0YWYyOTEtNzUzMi00NDE0LTlkZGEtMzJlN2QyMmZkMWI3XkEyXkFqcGc@._V1_.jpg
আমার বন্ধু রাশেদ,2011,Movie,Bangladeshi,Sad,google_user:98% | imdb:8.3,https://m.media-amazon.com/images/M/MV5BOGIxOWMxOWEtMGMwYy00ODgwLWEzZWEtYTU2OThlNDA5OWNmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
রেহানা মরিয়ম নূর,2021,Movie,Bangladeshi,Sad,google_user:85% | imdb:7.1 | rt:100%,https://m.media-amazon.com/images/M/MV5BZDA2OTg2YzAtNTM5ZC00YzhmLThlMWMtZjZkYzYyM2RhMTQwXkEyXkFqcGc@._V1_.jpg
Titanic,1997,Movie,English,Sad,google_user:93% | imdb:8.0 | rt:88%,https://m.media-amazon.com/images/M/MV5BYzYyN2FiZmUtYWYzMy00MzViLWJkZTMtOGY1ZjgzNWMwN2YxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Bring Her Back,2025,Movie,English,Sad,google_user:78% | imdb:7.1 | rt:89%,https://m.media-amazon.com/images/M/MV5BZTlhYTk1ZTEtOWY3NC00NWQ5LTlkOTctNjQ3ZDYyZGE5ZWNlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Kodachrome,2017,Movie,English,Sad,google_user:83% | imdb:6.8 | rt:74%,https://m.media-amazon.com/images/M/MV5BMjIxMTk3MzY2MV5BMl5BanBnXkFtZTgwNjQ5NzQxNTM@._V1_.jpg
Good Grief,2023,Movie,English,Sad,google_user:71% | imdb:6.4 | rt:76%,https://m.media-amazon.com/images/M/MV5BMzVjNWM1YTQtZDQwNi00NzkzLWIyMzEtOGYwYWQwNGVjMTI4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Last Letter From Your Lover,2021,Movie,English,Sad,google_user:73% | imdb:6.7 | rt:55%,https://m.media-amazon.com/images/M/MV5BMDE4Y2RiYzQtOTE1My00Yjc1LTllYjYtY2E1ZmNlZTBiNGM0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Drawing Closer,2024,Movie,Japanese,Sad,google_user:93% | imdb:7.7 | rt:96%,https://m.media-amazon.com/images/M/MV5BZDdhODE4NTAtNDc0NS00ZTk1LTk3Y2YtNTE4ODZjMDQ1NjZiXkEyXkFqcGc@._V1_.jpg
Nobody Knows,2004,Movie,Japanese,Sad,google_user:88% | imdb:8.0 | rt:92%,https://m.media-amazon.com/images/M/MV5BYjRlZGEyY2YtYzdmMi00NjkyLTk4OWQtOWZhMDYxYWZmMWI3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Confessions,2010,Movie,Japanese,Sad,google_user:90% | imdb:7.7 | rt:81%,https://upload.wikimedia.org/wikipedia/en/c/cf/Confessions_%282010%29_film_poster.jpg
My Small Land,2022,Movie,Japanese,Sad,google_user:90% | imdb:7.1 | rt:100%,https://m.media-amazon.com/images/M/MV5BM2U0OWMzNjYtMmVkNC00OWM2LThmOGYtNWRjMTU2OTE1ODFjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Love Life,2022,Movie,Japanese,Sad,google_user:62% | imdb:6.9 | rt:87%,https://m.media-amazon.com/images/M/MV5BMWI4ZDE1MTgtMzI2Ni00ZGNkLTk0YjEtMmFmNDY1NTJkNWNlXkEyXkFqcGc@._V1_.jpg
Hope,2013,Movie,Korean,Sad,google_user:94% | imdb:8.2 | rt:96%,https://upload.wikimedia.org/wikipedia/en/thumb/4/4d/Wish_poster.jpg/250px-Wish_poster.jpg
A Taxi Driver,2017,Movie,Korean,Sad,google_user:87% | imdb:7.9 | rt:97%,https://m.media-amazon.com/images/M/MV5BNTczN2QxM2MtMjBkYi00ZDk4LWI3MGYtMzcyYTAxM2JmMzJiXkEyXkFqcGc@._V1_.jpg
A Moment to Remember,2004,Movie,Korean,Sad,google_user:93% | imdb:8.1 | rt:90%,https://m.media-amazon.com/images/M/MV5BODYzODg5Mjg3Ml5BMl5BanBnXkFtZTgwNDM1MDQ2MzE@._V1_FMjpg_UX1000_.jpg
Oasis,2002,Movie,Korean,Sad,google_user:82% | imdb:7.8 | rt:90%,https://m.media-amazon.com/images/M/MV5BOTMyYTVmMDUtZjU2NC00NzNlLTlmYTgtOWNhZDBhY2MzOTIxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Peppermint Candy,1999,Movie,Korean,Sad,google_user:85% | imdb:7.6 | rt:86%,https://m.media-amazon.com/images/M/MV5BYmY4YjIzY2QtZjJjMS00ZDQ4LTgyNzUtZmJlZTg5YTExMDE1XkEyXkFqcGc@._V1_.jpg
777 Charlie,2022,Movie,Indian,Sad,google_user:93% | imdb:8.7 | rt:100%,https://m.media-amazon.com/images/M/MV5BOWY4MzlmNjItZGYzMS00ZDVhLWI2ZDMtNWEwZTBiMmU0YzQ4XkEyXkFqcGc@._V1_.jpg
Sita Ramam,2022,Movie,Indian,Sad,google_user:94% | imdb:8.5 | rt:86%,https://m.media-amazon.com/images/M/MV5BYWE0NDNiNzEtNThmMi00NjZlLTk3NDAtYzIzOWNmNWQyYTI3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Dil Bechara,2020,Movie,Indian,Sad,google_user:97% | imdb:8.3 | rt:88%,"https://m.media-amazon.com/images/M/MV5BN2U2ZWY0MjktM2RmNy00ZTc3LTg0MGMtZGJiNjAxYTkxOTZkXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Maharaja,2024,Movie,Indian,Sad,google_user:78% | imdb:8.3 | rt:83%,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Maharaja_2024_film_poster.jpg/250px-Maharaja_2024_film_poster.jpg
Kal Ho Naa Ho,2003,Movie,Indian,Sad,google_user:80% | imdb:7.9 | rt:70%,https://m.media-amazon.com/images/M/MV5BZTczMDQ0N2EtMTY4NS00ODJhLTk4MzQtOGJmZGRmY2M4MWQwXkEyXkFqcGc@._V1_.jpg
Grave of the Fireflies,1988,Movie,Anime,Sad,google_user:96% | imdb:8.5 | rt:100%,https://m.media-amazon.com/images/M/MV5BNTY5MmE2OGMtN2IxNC00MDY4LTkwMGEtZDUzOTYyNWE0ZTNjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
I Want to Eat Your Pancreas,2018,Movie,Anime,Sad,google_user:97% | imdb:8.1 | rt:93%,https://m.media-amazon.com/images/M/MV5BMTQ1ODIzOGQtOGFkZC00MWViLTgyYmUtNWJkNmIxZjYxMTdmXkEyXkFqcGc@._V1_.jpg
Violet Evergarden: The Movie,2020,Movie,Anime,Sad,google_user:85% | imdb:8.3 | rt:100%,https://m.media-amazon.com/images/M/MV5BOThmNzJiOTktNjNhNi00M2RjLTkzZTEtMjFlZjhkYzNjNjNmXkEyXkFqcGc@._V1_.jpg
Weathering With You,2019,Movie,Anime,Sad,google_user:92% | imdb:7.5 | rt:91%,https://m.media-amazon.com/images/M/MV5BMmJiYWI4ZjktMzgyZS00MjBiLThmOTYtZWJmOTUzOTFkMTFiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Only Yesterday,1991,Movie,Anime,Sad,google_user:81% | imdb:7.6 | rt:100%,https://m.media-amazon.com/images/M/MV5BMTY5NjI2MjQxMl5BMl5BanBnXkFtZTgwMDA2MzM2NzE@._V1_.jpg
দীপু নাম্বার ২,1996,Movie,Bangladeshi,Empowered,google_user:97% | imdb:8.9,https://m.media-amazon.com/images/M/MV5BZmY0MDE4YWMtNmZhMi00ZDNlLWFlNjctNmI2MWE2NWUwMWVkXkEyXkFqcGc@._V1_.jpg
ওরা ১১ জন,1972,Movie,Bangladeshi,Empowered,google_user:96% | imdb:8.8,https://upload.wikimedia.org/wikipedia/bn/1/10/%E0%A6%93%E0%A6%B0%E0%A6%BE_%E0%A7%A7%E0%A7%A7_%E0%A6%9C%E0%A6%A8_%E0%A6%9A%E0%A6%B2%E0%A6%9A%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%B0_%E0%A6%AA%E0%A7%8B%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A6%BE%E0%A6%B0.jpg
গেরিলা,2011,Movie,Bangladeshi,Empowered,google_user:93% | imdb:8.1,https://m.media-amazon.com/images/M/MV5BOTI0ZjFjNTAtYmZlZC00N2ZhLTg0YzctNWNmZTk2OTk1ZTc0XkEyXkFqcGc@._V1_.jpg
Made in Bangladesh,2019,Movie,Bangladeshi,Empowered,google_user:90% | imdb:6.9 | rt:100%,https://m.media-amazon.com/images/M/MV5BMDVkOWFiYzctMWI1My00ZWFkLThkNmQtMDRiMTZlMGNlYjU5XkEyXkFqcGc@._V1_.jpg
রাজকাহিনী,2015,Movie,Bangladeshi,Empowered,google_user:93% | imdb:7.2,"https://m.media-amazon.com/images/M/MV5BNGMxZGUzYzgtZmFjOS00NDFiLWFjOWItZDNlY2Y1YjE2ZmJmXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
The Shawshank Redemption,1994,Movie,English,Empowered,google_user:95% | imdb:9.3 | rt:89%,https://m.media-amazon.com/images/M/MV5BMDAyY2FhYjctNDc5OS00MDNlLThiMGUtY2UxYWVkNGY2ZjljXkEyXkFqcGc@._V1_.jpg
Dead Poets Society,1989,Movie,English,Empowered,google_user:93% | imdb:8.1 | rt:85%,https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg
Forrest Gump,1994,Movie,English,Empowered,google_user:94% | imdb:8.8 | rt:75%,https://m.media-amazon.com/images/M/MV5BYTIxMzBjYzUtMDYwOC00OTFmLTllNmMtYTYxNjFhOTViM2YyXkEyXkFqcGc@._V1_.jpg
The Pursuit of Happyness,2006,Movie,English,Empowered,google_user:93% | imdb:8.0 | rt:67%,https://m.media-amazon.com/images/M/MV5BMTQ5NjQ0NDI3NF5BMl5BanBnXkFtZTcwNDI0MjEzMw@@._V1_.jpg
A Beautiful Mind,2001,Movie,English,Empowered,google_user:83% | imdb:8.2 | rt:74%,https://m.media-amazon.com/images/M/MV5BYjgzNjFkMmItOGJhNi00NWM3LWJlYTUtNDExMGQ3ZTI3NjJkXkEyXkFqcGc@._V1_.jpg
Ikiru,1952,Movie,Japanese,Empowered,google_user:90% | imdb:8.3 | rt:98%,https://upload.wikimedia.org/wikipedia/commons/3/3a/Ikiru_poster.jpg
Still Walking,2008,Movie,Japanese,Empowered,google_user:84% | imdb:7.9 | rt:100%,https://m.media-amazon.com/images/M/MV5BOTFkZjE4ZGMtODc3MC00ZDllLTkxMTAtZTk0NTkzYTYyMTYwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
After the Storm,2016,Movie,Japanese,Empowered,google_user:74% | imdb:7.4 | rt:96%,https://upload.wikimedia.org/wikipedia/en/c/c1/After_the_Storm_2016.jpg
Departures,2008,Movie,Japanese,Empowered,google_user:90% | imdb:8.0 | rt:80%,https://upload.wikimedia.org/wikipedia/en/e/e1/Okuribito_%282008%29.jpg
Sweet Bean,2015,Movie,Japanese,Empowered,google_user:84% | imdb:7.4 | rt:84%,https://m.media-amazon.com/images/M/MV5BMzYxMjM2NDU0MF5BMl5BanBnXkFtZTgwMTk3MTEyODE@._V1_FMjpg_UX1000_.jpg
Castaway on the Moon,2009,Movie,Korean,Empowered,google_user:94% | imdb:7.9 | rt:93%,https://m.media-amazon.com/images/M/MV5BMTk3MTQ3NzU0MF5BMl5BanBnXkFtZTgwNTM0MTE0MjE@._V1_.jpg
Miracle in Cell No. 7,2019,Movie,Korean,Empowered,google_user:94% | imdb:8.1 | rt:89%,https://upload.wikimedia.org/wikipedia/en/4/4c/Miracle_in_Cell_No._7_poster.jpg
Little Forest,2018,Movie,Korean,Empowered,google_user:92% | imdb:7.3 | rt:84%,https://m.media-amazon.com/images/M/MV5BMTgwZjZjODMtNmQzYi00ZTNmLWExNDYtNWU1NzljNWE0ODY4XkEyXkFqcGc@._V1_.jpg
1987: When the Day Comes,2017,Movie,Korean,Empowered,google_user:82% | imdb:7.7 | rt:82%,https://m.media-amazon.com/images/M/MV5BYmY2ZmU5OGItY2JiZC00Y2NmLWFiMTgtNGRiZjViZTcyYjMzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Attorney,2013,Movie,Korean,Empowered,google_user:85% | imdb:7.7 | rt:77%,https://m.media-amazon.com/images/M/MV5BMjI2ODg5NDcxN15BMl5BanBnXkFtZTgwMDEzNzIwMTE@._V1_.jpg
Dangal,2016,Movie,Indian,Empowered,google_user:85% | imdb:8.3 | rt:89%,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg
Tonic,2021,Movie,Indian,Empowered,google_user:96% | imdb:7.6,"https://m.media-amazon.com/images/M/MV5BYzk4NGE4ZmQtZDUxOS00ZjI0LTkyZGYtM2NiNjQ3ODc0NzE4XkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg"
Iqbal,2005,Movie,Indian,Empowered,google_user:79% | imdb:8.1 | rt:94%,https://m.media-amazon.com/images/M/MV5BMjA3NzUzMjU5MF5BMl5BanBnXkFtZTgwNzMxMDAxMzE@._V1_.jpg
Chalo Paltai,2011,Movie,Indian,Empowered,google_user:95% | imdb:7.4,https://m.media-amazon.com/images/M/MV5BYzY2MWZmMmEtZTkyZi00NDY0LWIyMmYtMzU3MzI0YzBiMGYzXkEyXkFqcGc@._V1_.jpg
Bhaag Milkha Bhaag,2013,Movie,Indian,Empowered,google_user:83% | imdb:8.2 | rt:75%,https://m.media-amazon.com/images/M/MV5BMTY1Nzg4MjcwN15BMl5BanBnXkFtZTcwOTc1NTk1OQ@@._V1_.jpg
Princess Mononoke,1997,Movie,Anime,Empowered,google_user:94% | imdb:8.3 | rt:93%,https://m.media-amazon.com/images/M/MV5BZTcyN2Y0MDYtMGI1NC00MWQ1LWFhZGMtN2U4NTcxZGYyNjljXkEyXkFqcGc@._V1_.jpg
In This Corner of the World,2016,Movie,Anime,Empowered,google_user:87% | imdb:7.8 | rt:97%,https://m.media-amazon.com/images/M/MV5BOTQ5YTljZTItYmY0Yy00NmEyLTg3Y2QtNTM0MGQwNjMyZjdlXkEyXkFqcGc@._V1_.jpg
Belle,2021,Movie,Anime,Empowered,google_user:78% | imdb:7.0 | rt:95%,https://m.media-amazon.com/images/M/MV5BZGNlZDg3NjEtMGQwNy00NDc5LWIxNmUtMTgxM2M4MWZlMWUxXkEyXkFqcGc@._V1_.jpg
Lonely Castle in the Mirror,2022,Movie,Anime,Empowered,google_user:64% | imdb:7.0 | rt:50%,https://m.media-amazon.com/images/M/MV5BZGU4NmYxMGYtNjNhZC00ZGJmLWIwZWItZjMxMGE0OTg5YTM4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Halloween,2018,Movie,English,Thrilling,google_user:89% | imdb:7.7 | rt:97%,https://m.media-amazon.com/images/M/MV5BY2FlMzdkZTMtN2MwOS00NjQzLTlkMGYtMTRiYWUxZjM2M2ZiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Conjuring,2013,Movie,English,Thrilling,google_user:90% | imdb:7.5 | rt:86%,https://m.media-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_.jpg
The Texas Chainsaw Massacre,1974,Movie,English,Thrilling,google_user:86% | imdb:7.4 | rt:85%,https://m.media-amazon.com/images/M/MV5BYjE1MGJkMjUtY2VkNi00N2U1LWI2NWEtMDExNGYzYjRkZTM0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
The Descent,2005,Movie,English,Thrilling,google_user:87% | imdb:7.2 | rt:87%,https://m.media-amazon.com/images/M/MV5BMjA5NzQ1NTgwNV5BMl5BanBnXkFtZTcwNjUxMzUzMw@@._V1_.jpg
IT,2017,Movie,English,Thrilling,google_user:84% | imdb:7.3 | rt:85%,https://upload.wikimedia.org/wikipedia/en/5/5a/It_%282017%29_poster.jpg
The Wailing,2016,Movie,Korean,Thrilling,google_user:77% | imdb:7.4 | rt:99%,https://m.media-amazon.com/images/M/MV5BODkwMTgxNjA2NF5BMl5BanBnXkFtZTgwMDc0OTcwOTE@._V1_FMjpg_UX1000_.jpg
The Call,2020,Movie,Korean,Thrilling,google_user:76% | imdb:7.1 | rt:100%,https://m.media-amazon.com/images/M/MV5BYzZlOGEyZTMtYmIxYS00NmIxLWIwNjYtMzY3Yjg2OThjODU2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Gonjiam: Haunted Asylum,2018,Movie,Korean,Thrilling,google_user:83% | imdb:6.5 | rt:92%,https://m.media-amazon.com/images/M/MV5BOWI1Yjk5ZWEtZjcyNS00NmZkLWFkNzUtMDA5YmNhODA1ZDVhXkEyXkFqcGc@._V1_.jpg
A Tale of Two Sisters,2003,Movie,Korean,Thrilling,google_user:84% | imdb:7.1 | rt:86%,https://m.media-amazon.com/images/M/MV5BMTEwMTYwMGQtY2ZhNi00Y2QwLWIxYjktMGY1Mzk4YmE4ODY2XkEyXkFqcGc@._V1_.jpg
The Closet,2020,Movie,Korean,Thrilling,google_user:83% | imdb:5.7 | rt:89%,https://m.media-amazon.com/images/M/MV5BZDEwMTE0YzgtODgyMi00OWE4LTg2MGQtNzk2ODVmZDcyZmMzXkEyXkFqcGc@._V1_.jpg
Noroi: The Curse,2005,Movie,Japanese,Thrilling,google_user:88% | imdb:6.8 | rt:74%,https://upload.wikimedia.org/wikipedia/en/9/9b/Noroi_The_Curse_1a.jpg
Pulse (Kairo),2001,Movie,Japanese,Thrilling,google_user:80% | imdb:6.6 | rt:76%,https://m.media-amazon.com/images/M/MV5BMTc3MDU4NTQzMl5BMl5BanBnXkFtZTgwMDY2NjgwMzE@._V1_.jpg
Reincarnation,2005,Movie,Japanese,Thrilling,google_user:74% | imdb:6.1 | rt:62%,https://m.media-amazon.com/images/M/MV5BMzExNDk3NzQ4MV5BMl5BanBnXkFtZTcwNTE0MTA0MQ@@._V1_.jpg
Dark Water,2005,Movie,Japanese,Thrilling,google_user:74% | imdb:5.6 | rt:47%,https://m.media-amazon.com/images/M/MV5BZTY4NGFiZDEtYTNjZS00ZTViLThlYmQtMzM3NTYwOWY4MWRkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Kaidan,2007,Movie,Japanese,Thrilling,google_user:81% | imdb:6.1 | rt:38%,https://m.media-amazon.com/images/M/MV5BMjI4MzM4NTU5NF5BMl5BanBnXkFtZTgwNjYzODkwMzE@._V1_.jpg
Dabbe: The Possession,2013,Movie,Turkish,Thrilling,google_user:68% | imdb:6.8 | rt:70%,https://m.media-amazon.com/images/M/MV5BNDhmNmQ3ZTYtMTVkOC00NzU4LTgyZjktNGUxOTJkODhiYjU3XkEyXkFqcGc@._V1_.jpg
Musallat,2007,Movie,Turkish,Thrilling,google_user:81% | imdb:5.9,https://m.media-amazon.com/images/M/MV5BMTg5ODg4NDM5M15BMl5BanBnXkFtZTcwMTY5ODcxNw@@._V1_.jpg
Baskin,2015,Movie,Turkish,Thrilling,google_user:63% | imdb:5.8 | rt:80%,https://m.media-amazon.com/images/M/MV5BNDI2NzAwOTEzOV5BMl5BanBnXkFtZTgwMzMxNzI2ODE@._V1_.jpg
Dabbe: Curse of the Jinn,2013,Movie,Turkish,Thrilling,google_user:68% | imdb:6.8,https://upload.wikimedia.org/wikipedia/en/8/88/Dabbe-_Curse_of_the_Jinn_poster.jpg
Semum,2008,Movie,Turkish,Thrilling,google_user:84% | imdb:5.0,https://m.media-amazon.com/images/M/MV5BZWRlMjcwYTMtY2Y4ZS00NTI4LWI0NWMtODQ3Yzc4YzFmNDdkXkEyXkFqcGc@._V1_.jpg
Manichitrathazhu,1993,Movie,Indian,Thrilling,google_user:95% | imdb:8.7 | rt:94%,https://m.media-amazon.com/images/M/MV5BNjllNGZiYjAtMjVjMy00ZGI4LThiZDAtYzFlOGRkY2E0NDA3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Pizza,2012,Movie,Indian,Thrilling,google_user:90% | imdb:7.9 | rt:94%,https://m.media-amazon.com/images/M/MV5BYzUwNTE1MWUtN2M3Mi00MWExLTgxNGItNDE4NDEzNmFkOWJlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Maya,2015,Movie,Indian,Thrilling,google_user:82% | imdb:7.4,https://m.media-amazon.com/images/M/MV5BYWVkMGIyOWMtMjg5Ni00OGJjLTkyNTEtMjE3OTFmODQzNDg1XkEyXkFqcGc@._V1_.jpg
Raat,1992,Movie,Indian,Thrilling,google_user:75% | imdb:7.0,https://m.media-amazon.com/images/M/MV5BN2RmMDAwYTMtY2MyYi00OTkzLTlmNzgtMGQ2YTViNmYwNjhmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Pari,2018,Movie,Indian,Thrilling,google_user:78% | imdb:6.6 | rt:53%,https://m.media-amazon.com/images/M/MV5BOWUxZjhmNTItYzRkNi00MTI2LWI1MTAtNzQ3YWYxNThjY2RmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Made in Abyss: Dawn of the Deep Soul,2020,Movie,Anime,Thrilling,google_user:84% | imdb:8.0 | rt:93%,https://m.media-amazon.com/images/M/MV5BOWU1NTFlN2ItODEyMy00MWQ2LTkwZWMtZWVhN2E3ZDk0OWZkXkEyXkFqcGc@._V1_.jpg
Vampire Hunter D: Bloodlust,2000,Movie,Anime,Thrilling,google_user:96% | imdb:7.7 | rt:70%,https://m.media-amazon.com/images/M/MV5BNzU1YTAxYzEtMDZjYy00YmI3LWI0YzEtYjZmYmNkMjY3MDU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Tokyo Ghoul,2017,Movie,Anime,Thrilling,google_user:82% | imdb:5.7 | rt:82%,https://m.media-amazon.com/images/M/MV5BYjEwNzQ1YmQtN2E4OC00MWFiLTg4N2UtMTM1ODg0OTg2YTRhXkEyXkFqcGc@._V1_.jpg
Gyo: Tokyo Fish Attack,2012,Movie,Anime,Thrilling,google_user:51% | imdb:5.5 | rt:32%,https://m.media-amazon.com/images/M/MV5BZDczNzFkYTEtMGQwMC00Y2MyLTk2ZGItYmI5ZWFiNzAyZmFiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
তুফান,2024,Movie,Bangladeshi,High-Energy,google_user:89% | imdb:7.3 | rt:85%,https://m.media-amazon.com/images/M/MV5BZWY5NmFhNzAtZDM0YS00Zjc4LTljMTQtNWI4YWY3MTBjMjkzXkEyXkFqcGc@._V1_.jpg
Dhaka Attack,2017,Movie,Bangladeshi,High-Energy,google_user:93% | imdb:7.5,https://m.media-amazon.com/images/M/MV5BNWEwNTQ2OTMtNTlhNS00ZDZhLTg2YjktYWZkNDAzOGEwYzdmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
Operation Sundarbans,2022,Movie,Bangladeshi,High-Energy,google_user:95% | imdb:6.7,https://m.media-amazon.com/images/M/MV5BOGExMjI3ZmItNTg0ZS00NzVkLWI5NmItNTkzZDM1YzA1ZjI3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
নোলক,2019,Movie,Bangladeshi,High-Energy,google_user:82% | imdb:7.0,https://m.media-amazon.com/images/M/MV5BNTdlNzgyNDEtMmFlNS00NDVlLTk4YmItMTJhZTk2ZjIyOTRkXkEyXkFqcGc@._V1_.jpg
